,company,title,salary,location,submit date,start date,year,salary_normalized,level,category,relevance,cpi_pct
13195,TESLA INC,ACCOUNTANT,85000.0,"DRAPER, UT",04/03/2023,10/01/2023,2023,85000.0,Junior,Irrelevant,Irrelevant,1.0
13196,TESLA INC,ACCOUNTANT,90000.0,"FREMONT, CA",07/26/2022,12/30/2022,2022,94427.0,Junior,Irrelevant,Irrelevant,1.0491910269771574
13197,TESLA INC,ACCOUNTING SPECIALIST,85000.0,"FREMONT, CA",06/20/2022,07/04/2022,2022,89181.0,Junior,Irrelevant,Irrelevant,1.0491910269771574
13198,TESLA MOTORS INC,AERODYNAMICS ENGINEER,75000.0,"HAWTHORNE, CA",03/13/2015,09/01/2015,2015,97363.0,Junior,Vehicle,Relevant,1.2981756685339816
13199,TESLA INC,AERODYNAMICS ENGINEER,105000.0,"HAWTHORNE, CA",03/07/2018,09/06/2018,2018,128329.0,Junior,Vehicle,Relevant,1.2221762268491798
13200,TESLA INC,AERODYNAMICS ENGINEER,105000.0,"HAWTHORNE, CA",06/27/2017,08/07/2017,2017,130780.0,Junior,Vehicle,Relevant,1.2455217341922085
13201,TESLA MOTORS INC,ANALYST,85000.0,"FREMONT, CA",09/02/2016,10/03/2016,2016,108102.0,Junior,,Relevant,1.2717908148049968
13202,TESLA INC,ANALYST,99000.0,"SPARKS, NV",11/10/2020,11/23/2020,2020,116703.0,Junior,,Relevant,1.178816311800794
13203,TESLA MOTORS INC,ANALYST - SERVICE DEVELOPMENT,69472.0,"FREMONT, CA",03/02/2016,08/31/2016,2016,88354.0,Junior,Manufacturing,Relevant,1.2717908148049968
13204,TESLA INC,ANALYST BUSINESS INTELLIGENCE,95000.0,"AUSTIN, TX",04/18/2022,10/01/2022,2022,99673.0,Junior,Business,Relevant,1.0491910269771574
13205,TESLA INC,ANALYST II,80000.0,"PALO ALTO, CA",07/28/2017,08/07/2017,2017,99642.0,Junior,,Relevant,1.2455217341922085
13206,TESLA INC,"ANALYST II, GLOBAL CAPITAL MARKETS",112000.0,"FREMONT, CA",03/01/2019,07/18/2019,2019,133826.0,Junior,Business,Relevant,1.1948718547401682
13207,TESLA INC,"ANALYST, BUSINESS OPERATIONS",83000.0,"PALO ALTO, CA",03/13/2017,09/06/2017,2017,103378.0,Junior,Business,Relevant,1.2455217341922085
13208,TESLA INC,"ANALYST, BUSINESS OPERATIONS",83000.0,"PALO ALTO, CA",03/21/2017,09/17/2017,2017,103378.0,Junior,Business,Relevant,1.2455217341922085
13209,TESLA INC,"ANALYST, BUSINESS OPERATIONS",100000.0,"FREMONT, CA",03/19/2019,03/20/2019,2019,119487.0,Junior,Business,Relevant,1.1948718547401682
13210,TESLA INC,"ANALYST, BUSINESS OPERATIONS - FINANCE",128000.0,"FREMONT, CA",05/13/2022,05/25/2022,2022,134296.0,Junior,Business,Relevant,1.0491910269771574
13211,TESLA INC,"ANALYST, GLOBAL SALES & DELIVERY ANALYTICS, SALES ANALYTICS",80000.0,"FREMONT, CA",03/21/2018,04/09/2018,2018,97774.0,Junior,Business,Relevant,1.2221762268491798
13212,TESLA INC,"ANALYST, SALES & DELIVERY ANALYTICS",85000.0,"FREMONT, CA",02/26/2019,08/24/2019,2019,101564.0,Junior,Business,Relevant,1.1948718547401682
13213,TESLA INC,"ANALYST, SALES AND DELIVERY ANALYTICS",86606.0,"FREMONT, CA",05/29/2020,10/01/2020,2020,102093.0,Junior,Business,Relevant,1.178816311800794
13214,TESLA INC,"ANALYST, TESLA ACADEMY",75000.0,"FREMONT, CA",02/16/2018,08/07/2018,2018,91663.0,Junior,Mechanical,Relevant,1.2221762268491798
13215,TESLA MOTORS INC,APPLICATION DEVELOPER,81000.0,"FREMONT, CA",01/23/2016,02/15/2016,2016,103015.0,Junior,Test/QA,Relevant,1.2717908148049968
13216,TESLA MOTORS INC,APPLICATION DEVELOPER,85000.0,"FREMONT, CA",02/16/2016,08/17/2016,2016,108102.0,Junior,Test/QA,Relevant,1.2717908148049968
13217,TESLA INC,APPLICATION DEVELOPER,100000.0,"FREMONT, CA",02/09/2017,02/27/2017,2017,124552.0,Junior,Test/QA,Relevant,1.2455217341922085
13218,TESLA MOTORS INC,APPLICATION DEVELOPER,100000.0,"FREMONT, CA",05/04/2015,05/11/2015,2015,129818.0,Junior,Test/QA,Relevant,1.2981756685339816
13219,TESLA INC,APPLICATION DEVELOPER,107000.0,"FREMONT, CA",03/06/2017,09/02/2017,2017,133271.0,Junior,Test/QA,Relevant,1.2455217341922085
13220,TESLA INC,APPLICATION DEVELOPER,107000.0,"FREMONT, CA",03/07/2017,09/02/2017,2017,133271.0,Junior,Test/QA,Relevant,1.2455217341922085
13221,TESLA INC,APPLICATION DEVELOPER,118000.0,"FREMONT, CA",09/18/2017,09/25/2017,2017,146972.0,Junior,Test/QA,Relevant,1.2455217341922085
13222,TESLA INC,APPLICATION DEVELOPER,122000.0,"FREMONT, CA",02/02/2018,08/01/2018,2018,149105.0,Junior,Test/QA,Relevant,1.2221762268491798
13223,TESLA MOTORS INC,APPLICATION SUPPORT ANALYST,81000.0,"FREMONT, CA",01/22/2016,02/15/2016,2016,103015.0,Junior,Test/QA,Relevant,1.2717908148049968
13224,TESLA INC,APPLICATION SUPPORT ANALYST,83134.0,"FREMONT, CA",05/28/2020,10/01/2020,2020,98000.0,Junior,Test/QA,Relevant,1.178816311800794
13225,TESLA INC,APPLICATION SUPPORT ANALYST,94185.0,"GUIDERLAND, NY",07/02/2021,08/01/2021,2021,104047.0,Junior,Test/QA,Relevant,1.104706635773598
13226,TESLA INC,APPLICATION SUPPORT ANALYST,94500.0,"SPARKS, NV",04/21/2020,10/01/2020,2020,111398.0,Junior,Test/QA,Relevant,1.178816311800794
13227,TESLA INC,APPLICATION SUPPORT ANALYST,95000.0,"FREMONT, CA",05/21/2020,10/01/2020,2020,111988.0,Junior,Test/QA,Relevant,1.178816311800794
13228,TESLA INC,APPLICATION SUPPORT ANALYST,100000.0,"FREMONT, CA",05/21/2020,10/01/2020,2020,117882.0,Junior,Test/QA,Relevant,1.178816311800794
13229,TESLA INC,APPLICATION SUPPORT ANALYST,110000.0,"FREMONT, CA",04/15/2022,10/01/2022,2022,115411.0,Junior,Test/QA,Relevant,1.0491910269771574
13230,TESLA INC,APPLICATION SUPPORT ANALYST,110000.0,"MILPITAS, CA",05/02/2022,10/01/2022,2022,115411.0,Junior,Test/QA,Relevant,1.0491910269771574
13231,TESLA INC,APPLICATION SUPPORT ANALYST,115000.0,"FREMONT, CA",06/10/2021,06/22/2021,2021,127041.0,Junior,Test/QA,Relevant,1.104706635773598
13232,TESLA INC,APPLICATION SUPPORT ENGINEER,80601.0,"FREMONT, CA",03/05/2019,08/31/2019,2019,96308.0,Junior,Test/QA,Relevant,1.1948718547401682
13233,TESLA INC,APPLICATION SUPPORT ENGINEER,85000.0,"SPARKS, NV",02/26/2019,08/24/2019,2019,101564.0,Junior,Test/QA,Relevant,1.1948718547401682
13234,TESLA INC,APPLICATION SUPPORT ENGINEER,126105.0,"FREMONT, CA",08/29/2019,08/29/2019,2019,150679.0,Junior,Test/QA,Relevant,1.1948718547401682
13235,TESLA INC,APPLICATION SUPPORT SPECIALIST,81598.0,"FREMONT, CA",03/15/2018,09/14/2018,2018,99727.0,Junior,Test/QA,Relevant,1.2221762268491798
13236,TESLA INC,APPLICATION SUPPORT SPECIALIST,83000.0,"FREMONT, CA",03/01/2019,08/27/2019,2019,99174.0,Junior,Test/QA,Relevant,1.1948718547401682
13237,TESLA MOTORS INC,APPLICATION SUPPORT SPECIALIST,85000.0,"FREMONT, CA",12/08/2016,01/03/2017,2017,105869.0,Junior,Test/QA,Relevant,1.2455217341922085
13238,TESLA INC,APPLICATION SUPPORT SPECIALIST,85000.0,"FREMONT, CA",03/20/2017,09/17/2017,2017,105869.0,Junior,Test/QA,Relevant,1.2455217341922085
13239,TESLA INC,APPLICATION SUPPORT SPECIALIST,90000.0,"SPARKS, NV",03/09/2017,09/05/2017,2017,112097.0,Junior,Test/QA,Relevant,1.2455217341922085
13240,TESLA INC,APPLICATION SUPPORT SPECIALIST,90000.0,"FREMONT, CA",03/14/2017,09/12/2017,2017,112097.0,Junior,Test/QA,Relevant,1.2455217341922085
13241,TESLA INC,APPLICATION SUPPORT SPECIALIST,90000.0,"FREMONT, CA",02/09/2017,02/20/2017,2017,112097.0,Junior,Test/QA,Relevant,1.2455217341922085
13242,TESLA MOTORS INC,APPLICATION SUPPORT SPECIALIST,90000.0,"FREMONT, CA",09/02/2016,09/12/2016,2016,114461.0,Junior,Test/QA,Relevant,1.2717908148049968
13243,TESLA INC,APPLICATION SUPPORT SPECIALIST,90000.0,"FREMONT, CA",03/06/2017,09/02/2017,2017,112097.0,Junior,Test/QA,Relevant,1.2455217341922085
13244,TESLA INC,APPLICATION SUPPORT SPECIALIST CONTROLS AUTOMATION,105000.0,"AUSTIN, TX",06/28/2021,07/05/2021,2021,115994.0,Junior,Software,Relevant,1.104706635773598
13245,TESLA MOTORS INC,APPLICATIONS DEVELOPER,81000.0,"FREMONT, CA",01/23/2016,02/15/2016,2016,103015.0,Junior,Test/QA,Relevant,1.2717908148049968
13246,TESLA INC,APPLICATIONS DEVELOPER,90000.0,"FREMONT, CA",03/06/2017,09/02/2017,2017,112097.0,Junior,Test/QA,Relevant,1.2455217341922085
13247,TESLA MOTORS INC,APPLICATIONS DEVELOPER,100000.0,"PALO ALTO, CA",12/31/2014,01/07/2015,2015,129818.0,Junior,Test/QA,Relevant,1.2981756685339816
13248,TESLA MOTORS INC,APPLICATIONS DEVELOPER,100000.0,"FREMONT, CA",01/27/2015,01/27/2015,2015,129818.0,Junior,Test/QA,Relevant,1.2981756685339816
13249,TESLA INC,APPLICATIONS DEVELOPER,100740.0,"FREMONT, CA",02/27/2019,08/19/2019,2019,120371.0,Junior,Test/QA,Relevant,1.1948718547401682
13250,TESLA MOTORS INC,APPLICATIONS DEVELOPER,105000.0,"FREMONT, CA",07/24/2015,07/31/2015,2015,136308.0,Junior,Test/QA,Relevant,1.2981756685339816
13251,TESLA INC,APPLICATIONS DEVELOPER,107108.0,"PALO ALTO, CA",03/15/2018,09/11/2018,2018,130905.0,Junior,Test/QA,Relevant,1.2221762268491798
13252,TESLA INC,APPLICATIONS DEVELOPER,108000.0,"FREMONT, CA",03/07/2018,09/04/2018,2018,131995.0,Junior,Test/QA,Relevant,1.2221762268491798
13253,TESLA INC,APPLICATIONS DEVELOPER,110000.0,"FREMONT, CA",02/20/2018,08/15/2018,2018,134439.0,Junior,Test/QA,Relevant,1.2221762268491798
13254,TESLA MOTORS INC,APPLICATIONS DEVELOPER,110000.0,"FREMONT, CA",05/28/2016,07/11/2016,2016,139897.0,Junior,Test/QA,Relevant,1.2717908148049968
13255,TESLA INC,APPLICATIONS DEVELOPER,110000.0,"FREMONT, CA",02/21/2018,08/19/2018,2018,134439.0,Junior,Test/QA,Relevant,1.2221762268491798
13256,TESLA INC,APPLICATIONS DEVELOPER,116000.0,"FREMONT, CA",04/11/2017,05/01/2017,2017,144481.0,Junior,Test/QA,Relevant,1.2455217341922085
13257,TESLA INC,APPLICATIONS DEVELOPER,118000.0,"FREMONT, CA",07/21/2017,09/04/2017,2017,146972.0,Junior,Test/QA,Relevant,1.2455217341922085
13258,TESLA INC,APPLICATIONS DEVELOPER,150000.0,"FREMONT, CA",06/14/2017,10/01/2017,2017,186828.0,Junior,Test/QA,Relevant,1.2455217341922085
13259,TESLA INC,APPLICATIONS DEVELOPER,150000.0,"FREMONT, CA",06/14/2017,09/30/2017,2017,186828.0,Junior,Test/QA,Relevant,1.2455217341922085
13260,TESLA INC,APPLICATIONS DEVELOPER .NET,125000.0,"FREMONT, CA",01/29/2018,03/05/2018,2018,152772.0,Junior,Test/QA,Relevant,1.2221762268491798
13261,TESLA INC,APPLICATIONS ENGINEER,105000.0,"FREMONT, CA",03/07/2018,09/04/2018,2018,128329.0,Junior,Test/QA,Relevant,1.2221762268491798
13262,TESLA INC,APPLICATIONS ENGINEER,115000.0,"PALO ALTO, CA",03/06/2017,09/02/2017,2017,143235.0,Junior,Test/QA,Relevant,1.2455217341922085
13263,TESLA INC,APPLICATIONS SECURITY ENGINEER,148500.0,"AUSTIN, TX",02/04/2022,02/14/2022,2022,155805.0,Junior,Test/QA,Relevant,1.0491910269771574
13264,TESLA INC,APPLICATIONS SECURITY ENGINEER,148500.0,"AUSTIN, TX",02/15/2022,02/15/2022,2022,155805.0,Junior,Test/QA,Relevant,1.0491910269771574
13265,TESLA MOTORS INC,APPLICATIONS SUPPORT ANALYST,81000.0,"FREMONT, CA",01/22/2016,02/15/2016,2016,103015.0,Junior,Test/QA,Relevant,1.2717908148049968
13266,TESLA MOTORS INC,APPLICATIONS SUPPORT ANALYST,81000.0,"FREMONT, CA",01/22/2016,03/07/2016,2016,103015.0,Junior,Test/QA,Relevant,1.2717908148049968
13267,TESLA INC,APPLICATIONS SUPPORT ANALYST,85590.0,"FREMONT, CA",06/04/2021,10/01/2021,2021,94552.0,Junior,Test/QA,Relevant,1.104706635773598
13268,TESLA MOTORS INC,APPLICATIONS SUPPORT ANALYST,90000.0,"FREMONT, CA",06/30/2016,10/01/2016,2016,114461.0,Junior,Test/QA,Relevant,1.2717908148049968
13269,TESLA INC,APPLICATIONS SUPPORT ANALYST,91000.0,"FREMONT, CA",07/17/2019,01/16/2020,2020,107272.0,Junior,Test/QA,Relevant,1.178816311800794
13270,TESLA INC,APPLICATIONS SUPPORT ANALYST,91000.0,"FREMONT, CA",08/15/2019,01/16/2020,2020,107272.0,Junior,Test/QA,Relevant,1.178816311800794
13271,TESLA INC,APPLICATIONS SUPPORT ANALYST,101192.0,"AUSTIN, TX",04/01/2022,04/18/2022,2022,106170.0,Junior,Test/QA,Relevant,1.0491910269771574
13272,TESLA INC,APPLICATIONS SUPPORT ANALYST,110000.0,"FREMONT, CA",06/17/2021,06/30/2021,2021,121518.0,Junior,Test/QA,Relevant,1.104706635773598
13273,TESLA INC,APPLICATIONS SUPPORT ENGINEER,88987.0,"FREMONT, CA",08/20/2018,02/16/2019,2019,106328.0,Junior,Test/QA,Relevant,1.1948718547401682
13274,TESLA INC,APPLICATIONS SUPPORT ENGINEER,92250.0,"SPARKS, NV",02/21/2018,08/15/2018,2018,112746.0,Junior,Test/QA,Relevant,1.2221762268491798
13275,TESLA INC,APPLICATIONS SUPPORT ENGINEER,93000.0,"SAN MATEO, CA",11/15/2017,11/15/2017,2017,115834.0,Junior,Test/QA,Relevant,1.2455217341922085
13276,TESLA INC,APPLICATIONS SUPPORT ENGINEER,96924.0,"FREMONT, CA",02/14/2018,08/07/2018,2018,118458.0,Junior,Test/QA,Relevant,1.2221762268491798
13277,TESLA INC,ARCHITECT,121000.0,"FREMONT, CA",10/05/2022,10/18/2022,2022,126952.0,Junior,,Relevant,1.0491910269771574
13278,TESLA INC,ARCHITECTURAL DESIGNER,90000.0,"FREMONT, CA",12/03/2021,12/17/2021,2021,99424.0,Junior,Manufacturing,Relevant,1.104706635773598
13279,TESLA INC,ARCHITECTURAL DESIGNER,105000.0,"FREMONT, CA",03/02/2022,03/14/2022,2022,110165.0,Junior,Manufacturing,Relevant,1.0491910269771574
13280,TESLA INC,ARCHITECTURAL DESIGNER,107000.0,"FREMONT, CA",06/09/2021,06/15/2021,2021,118204.0,Junior,Manufacturing,Relevant,1.104706635773598
13281,TESLA INC,ARCHITECTURAL SENIOR PROJECT MANAGER,110000.0,"FREMONT, CA",08/11/2017,08/21/2017,2017,137007.0,Senior,PM,Relevant,1.2455217341922085
13282,TESLA MOTORS INC,"ASSISTANT SUPERINTENDENT, GIGAFACTORY",90000.0,"SPARKS, NV",11/10/2016,12/05/2016,2016,114461.0,Junior,,Relevant,1.2717908148049968
13283,TESLA MOTORS INC,"ASSISTANT SUPERINTENDENT, GIGAFACTORY",90000.0,"SPARKS, NV",11/17/2016,12/05/2016,2016,114461.0,Junior,,Relevant,1.2717908148049968
13284,TESLA INC,ASSOC. DIMENSIONAL ENGINEER,82000.0,"FREMONT, CA",03/06/2017,09/02/2017,2017,102133.0,Junior,Mechanical,Relevant,1.2455217341922085
13285,TESLA INC,"ASSOC. PROJECT ENGINEER, PRODUCT MANUFACTURING INTRODUCTION",76500.0,"SPARKS, NV",02/26/2019,08/19/2019,2019,91408.0,Junior,Manufacturing,Relevant,1.1948718547401682
13286,TESLA INC,"ASSOC.DATA SCIENTIST,DIMENSIONAL ENGINEERING",90000.0,"FREMONT, CA",03/06/2017,09/02/2017,2017,112097.0,Junior,Software,Relevant,1.2455217341922085
13287,TESLA INC,ASSOCIATE - FINANCIAL PLANNING AND ANALYSIS,117000.0,"SPARKS, NV",02/25/2019,08/25/2019,2019,139800.0,Junior,Business,Relevant,1.1948718547401682
13288,TESLA INC,ASSOCIATE ACCOUNTANT,58000.0,"DRAPER, UT",03/11/2019,09/01/2019,2019,69303.0,Junior,Irrelevant,Irrelevant,1.1948718547401682
13289,TESLA INC,ASSOCIATE ACCOUNTANT,58000.0,"DRAPER, UT",03/18/2019,09/01/2019,2019,69303.0,Junior,Irrelevant,Irrelevant,1.1948718547401682
13290,TESLA INC,ASSOCIATE ACCOUNTANT,63750.0,"DRAPER, UT",05/21/2020,10/01/2020,2020,75150.0,Junior,Irrelevant,Irrelevant,1.178816311800794
13291,TESLA INC,ASSOCIATE ANALYST,62920.0,"SAN MATEO, CA",02/24/2018,08/18/2018,2018,76899.0,Junior,,Relevant,1.2221762268491798
13292,TESLA INC,ASSOCIATE ANALYST,68500.0,"STILLWATER, OK",05/07/2021,10/01/2021,2021,75672.0,Junior,,Relevant,1.104706635773598
13293,TESLA INC,ASSOCIATE ANALYST,70000.0,"SAN MATEO, CA",02/24/2018,08/18/2018,2018,85552.0,Junior,,Relevant,1.2221762268491798
13294,TESLA INC,ASSOCIATE ANALYST,81000.0,"POMONA, CA",05/28/2020,10/01/2020,2020,95484.0,Junior,,Relevant,1.178816311800794
13295,TESLA INC,ASSOCIATE ANALYST - BUSINESS OPERATIONS FINANCE,111000.0,"PALO ALTO, CA",04/20/2023,10/01/2023,2023,111000.0,Junior,Business,Relevant,1.0
13296,TESLA INC,ASSOCIATE ANALYST MANUFACTURING,76500.0,"LATHROP, CA",05/03/2021,10/01/2021,2021,84510.0,Junior,Manufacturing,Relevant,1.104706635773598
13297,TESLA INC,ASSOCIATE APPLICATION SUPPORT SPECIALIST,76000.0,"FREMONT, CA",03/13/2017,09/01/2017,2017,94660.0,Junior,Test/QA,Relevant,1.2455217341922085
13298,TESLA MOTORS INC,ASSOCIATE APPLICATION SUPPORT SPECIALIST,79000.0,"FREMONT, CA",12/16/2016,01/16/2017,2017,98396.0,Junior,Test/QA,Relevant,1.2455217341922085
13299,TESLA INC,ASSOCIATE APPLICATIONS DEVELOPER,93244.0,"FREMONT, CA",03/19/2017,09/14/2017,2017,116137.0,Junior,Test/QA,Relevant,1.2455217341922085
13300,TESLA INC,ASSOCIATE APPLICATIONS DEVELOPER,93244.0,"FREMONT, CA",03/20/2017,09/19/2017,2017,116137.0,Junior,Test/QA,Relevant,1.2455217341922085
13301,TESLA MOTORS INC,ASSOCIATE APPLICATIONS SUPPORT ANALYST,68000.0,"FREMONT, CA",01/23/2016,02/15/2016,2016,86482.0,Junior,Test/QA,Relevant,1.2717908148049968
13302,TESLA INC,ASSOCIATE APPLICATIONS SUPPORT SPECIALIST,78000.0,"FREMONT, CA",03/06/2017,09/02/2017,2017,97151.0,Junior,Test/QA,Relevant,1.2455217341922085
13303,TESLA INC,ASSOCIATE AUTOMATION CONTROLS ENGINEER,77500.0,"SPARKS, NV",02/26/2019,08/27/2019,2019,92603.0,Junior,Software,Relevant,1.1948718547401682
13304,TESLA INC,ASSOCIATE AUTOMATION CONTROLS ENGINEER,77500.0,"SPARKS, NV",03/06/2018,09/03/2018,2018,94719.0,Junior,Software,Relevant,1.2221762268491798
13305,TESLA INC,ASSOCIATE AUTOMATION CONTROLS ENGINEER,80000.0,"SPARKS, NV",02/28/2018,08/27/2018,2018,97774.0,Junior,Software,Relevant,1.2221762268491798
13306,TESLA INC,ASSOCIATE AUTOMATION CONTROLS ENGINEER,85000.0,"SPARKS, NV",02/26/2019,08/19/2019,2019,101564.0,Junior,Software,Relevant,1.1948718547401682
13307,TESLA INC,ASSOCIATE AUTOMATION CONTROLS ENGINEER,86000.0,"FREMONT, CA",02/26/2019,08/19/2019,2019,102759.0,Junior,Software,Relevant,1.1948718547401682
13308,TESLA INC,ASSOCIATE AUTOMATION CONTROLS ENGINEER,90000.0,"FREMONT, CA",02/21/2019,08/17/2019,2019,107538.0,Junior,Software,Relevant,1.1948718547401682
13309,TESLA INC,ASSOCIATE AUTOMATION SYSTEM DESIGN ENGINEER,85000.0,"FREMONT, CA",03/13/2017,09/01/2017,2017,105869.0,Junior,Software,Relevant,1.2455217341922085
13310,TESLA INC,ASSOCIATE BUSINESS PROCESS ANALYST,54000.0,"DRAPER, UT",05/26/2020,10/01/2020,2020,63656.0,Junior,Business,Relevant,1.178816311800794
13311,TESLA INC,ASSOCIATE BUSINESS PROCESS ANALYST,54000.0,"DRAPER, UT",06/01/2020,10/01/2020,2020,63656.0,Junior,Business,Relevant,1.178816311800794
13312,TESLA INC,ASSOCIATE BUSINESS RESOLUTION ANALYST,60000.0,"FREMONT, CA",03/06/2018,08/18/2018,2018,73331.0,Junior,Business,Relevant,1.2221762268491798
13313,TESLA INC,ASSOCIATE CAD ENGINEER,66000.0,"AUSTIN, TX",04/20/2023,10/01/2023,2023,66000.0,Junior,Mechanical,Relevant,1.0
13314,TESLA INC,ASSOCIATE CAD ENGINEER,80000.0,"FREMONT, CA",03/21/2017,09/17/2017,2017,99642.0,Junior,Mechanical,Relevant,1.2455217341922085
13315,TESLA MOTORS INC,ASSOCIATE CAE ENGINEER,76274.0,"PALO ALTO, CA",03/02/2016,08/31/2016,2016,97005.0,Junior,Mechanical,Relevant,1.2717908148049968
13316,TESLA MOTORS INC,ASSOCIATE CMF DESIGNER,58000.0,"HAWTHORNE, CA",02/16/2016,08/17/2016,2016,73764.0,Junior,,Relevant,1.2717908148049968
13317,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,85000.0,"FREMONT, CA",04/14/2022,10/01/2022,2022,89181.0,Junior,PM,Relevant,1.0491910269771574
13318,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,85000.0,"FREMONT, CA",04/15/2022,10/01/2022,2022,89181.0,Junior,PM,Relevant,1.0491910269771574
13319,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,85000.0,"FREMONT, CA",05/03/2022,10/01/2022,2022,89181.0,Junior,PM,Relevant,1.0491910269771574
13320,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,90000.0,"AUSTIN, TX",04/24/2023,10/01/2023,2023,90000.0,Junior,PM,Relevant,1.0
13321,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,90000.0,"FREMONT, CA",01/30/2020,01/31/2020,2020,106093.0,Junior,PM,Relevant,1.178816311800794
13322,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,90000.0,"FREMONT, CA",04/15/2022,10/01/2022,2022,94427.0,Junior,PM,Relevant,1.0491910269771574
13323,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,90000.0,"PALO ALTO, CA",05/02/2022,10/01/2022,2022,94427.0,Junior,PM,Relevant,1.0491910269771574
13324,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,95000.0,"FREMONT, CA",06/04/2021,06/17/2021,2021,104947.0,Junior,PM,Relevant,1.104706635773598
13325,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT MANAGER,102000.0,"FREMONT, CA",10/11/2021,10/25/2021,2021,112680.0,Junior,PM,Relevant,1.104706635773598
13326,TESLA INC,"ASSOCIATE CONSTRUCTION PROJECT MANAGER, GIGAFACTORY",81000.0,"SPARKS, NV",03/11/2019,08/20/2019,2019,96785.0,Junior,PM,Relevant,1.1948718547401682
13327,TESLA INC,ASSOCIATE CONSTRUCTION PROJECT SPECIALIST,78000.0,"SPARKS, NV",03/12/2017,09/05/2017,2017,97151.0,Junior,,Relevant,1.2455217341922085
13328,TESLA INC,ASSOCIATE CONTROLS ENGINEER,65000.0,"BROOKLYN PARK, MN",02/14/2019,08/11/2019,2019,77667.0,Junior,Electrical,Relevant,1.1948718547401682
13329,TESLA INC,ASSOCIATE CONTROLS ENGINEER,65042.0,"BROOKLYN PARK, MN",03/06/2019,08/20/2019,2019,77717.0,Junior,Electrical,Relevant,1.1948718547401682
13330,TESLA MOTORS INC,ASSOCIATE CONTROLS ENGINEER,70000.0,"FREMONT, CA",03/01/2016,08/31/2016,2016,89025.0,Junior,Electrical,Relevant,1.2717908148049968
13331,TESLA INC,ASSOCIATE CONTROLS ENGINEER,85000.0,"FREMONT, CA",01/30/2018,07/30/2018,2018,103885.0,Junior,Electrical,Relevant,1.2221762268491798
13332,TESLA INC,ASSOCIATE CONTROLS ENGINEER,85000.0,"FREMONT, CA",11/29/2018,03/04/2019,2019,101564.0,Junior,Electrical,Relevant,1.1948718547401682
13333,TESLA INC,ASSOCIATE CONTROLS ENGINEER,85000.0,"FREMONT, CA",01/30/2018,07/30/2018,2018,103885.0,Junior,Electrical,Relevant,1.2221762268491798
13334,TESLA INC,ASSOCIATE CONTROLS ENGINEER,85000.0,"FREMONT, CA",01/30/2018,07/29/2018,2018,103885.0,Junior,Electrical,Relevant,1.2221762268491798
13335,TESLA INC,ASSOCIATE CONTROLS ENGINEER,90000.0,"FREMONT, CA",05/21/2020,10/01/2020,2020,106093.0,Junior,Electrical,Relevant,1.178816311800794
13336,TESLA INC,ASSOCIATE CONTROLS ENGINEER,90000.0,"FREMONT, CA",05/23/2018,06/11/2018,2018,109996.0,Junior,Electrical,Relevant,1.2221762268491798
13337,TESLA INC,ASSOCIATE CONTROLS ENGINEER ACTIONS,82000.0,"FREMONT, CA",02/09/2018,08/11/2018,2018,100218.0,Junior,Electrical,Relevant,1.2221762268491798
13338,TESLA INC,ASSOCIATE CONTROLS ENGINEER MECHATRONICS ENGINEER,75000.0,"SPARKS, NV",03/13/2017,09/10/2017,2017,93414.0,Junior,Electrical,Relevant,1.2455217341922085
13339,TESLA MOTORS INC,"ASSOCIATE CONTROLS ENGINEER, ASSEMBLY",72000.0,"FREMONT, CA",02/26/2016,08/17/2016,2016,91569.0,Junior,Vehicle,Relevant,1.2717908148049968
13340,TESLA MOTORS INC,ASSOCIATE CORPORATE COUNSEL,118123.0,"FREMONT, CA",11/22/2016,12/05/2016,2016,150228.0,Junior,,Relevant,1.2717908148049968
13341,TESLA MOTORS INC,ASSOCIATE CRASH LAB MANAGER,135000.0,"FREMONT, CA",10/21/2015,11/02/2015,2015,175254.0,Manager,Vehicle,Relevant,1.2981756685339816
13342,TESLA INC,ASSOCIATE CRASH LAB MANAGER,140000.0,"FREMONT, CA",03/07/2017,09/02/2017,2017,174373.0,Manager,Vehicle,Relevant,1.2455217341922085
13343,TESLA INC,ASSOCIATE CRASH LAB MANAGER,145000.0,"FREMONT, CA",09/27/2017,11/02/2017,2017,180601.0,Manager,Vehicle,Relevant,1.2455217341922085
13344,TESLA INC,ASSOCIATE CRASH LAB MANAGER,150000.0,"FREMONT, CA",09/17/2019,11/02/2019,2019,179231.0,Manager,Vehicle,Relevant,1.1948718547401682
13345,TESLA INC,ASSOCIATE DATA ANALYST,61027.0,"AUSTIN, TX",05/04/2021,10/01/2021,2021,67417.0,Junior,Software,Relevant,1.104706635773598
